num name Uj_Vj Bj_Vj Bj_VjA Rj_Vj SQM_Vj SQM_VjA m_Bn m_Gn m_Rn i_sli i_msi i_ipi Bn_Vj Gn_Vj Rn_Vj m_VIIRS m_photo m_scoto m_photoA m_scotoA m_SQM m_SQMA m_Halpha m_Hbeta m_Vj m_VjA wave
56 Halo_PAR30_domestic_use_softhwith_color_Sylvania_brand_75W_120V_15_ 1.72041660856 1.82495565803 2.37899482008 0.0 0.488924840142 0.439450730884 -16.2391781798 -17.455285431 -18.1783070092 0.52601030229 0.310259341494 0.912549532515 1.44355327872 0.227446027599 -0.495575550619 -17.9723621973 -17.7963261455 -16.960515086 -21.2687115944 -20.149784067 -17.1938066184 -20.6587835542 -18.7135034958 -16.9507287421 -17.6827314586 -21.098234285 5989.63133775
57 Halo_PAR30_domestic_use_softwhite_color_ELume_brand_50W_130V_5000H_ nan 1.84952687072 2.40395654463 0.0 0.482920094983 0.427977022982 -16.2142222634 -17.44528809 -18.191493825 0.51810040243 0.30336075073 0.929197576468 1.46427180351 0.233205976912 -0.512999758125 -18.0040403656 -17.7963412446 -16.9440659231 -21.2713712666 -20.1348970599 -17.1955739719 -20.6686493809 -18.7581414044 -16.9294924491 -17.6784940669 -21.0966264038 6006.13080033
58 Halo_PAR30_domestic_use_softwhite_color_Globe_brand_50W_120V_9_ 2.22570435522 1.80016141778 2.34491347695 0.0 0.471147696793 0.410811999825 -16.2839807752 -17.4697756744 -18.1713714984 0.544327961248 0.32040305815 0.959931571825 1.40855117183 0.2227562727 -0.478839551299 -18.0545966092 -17.7963497546 -16.9976046899 -21.2666707311 -20.1825274521 -17.2213842503 -20.6940464119 -18.8182549857 -17.0153043831 -17.6925319471 -21.1048584118 6007.35160585
59 Halo_PAR30_domestic_use_softwhite_color_Globe_brand_75W_120V_11_ nan 1.7334335511 2.28542742672 0.0 0.47173105269 0.422461335352 -16.3382344776 -17.4781863501 -18.1612501301 0.555270716666 0.337080996831 0.943930974185 1.35639279769 0.216440925186 -0.466622854774 -18.010063184 -17.7963519501 -17.0192195823 -21.2642299032 -20.2000534137 -17.2228962226 -20.6822167825 -18.7656895902 -17.0353616894 -17.6946272753 -21.1046781179 5982.41101581
60 Halo_PAR30_domestic_use_softwhite_color_Sylvania_brand_50W_120V_13_ 2.14770647555 1.73975787521 2.29112983128 0.0 0.471473433504 0.421116145649 -16.3334965815 -17.4772741451 -18.1627521944 0.554144719842 0.335345924324 0.945985785668 1.36082870953 0.217051145945 -0.468426903378 -18.0148681864 -17.7963466801 -17.0170126782 -21.2645265929 -20.1982149803 -17.2228518575 -20.6835311525 -18.7723572617 -17.0330447734 -17.694325291 -21.1046472982 5985.39126825
61 Halo_PAR38Accubeam_domestic_use_softwhite_color_Standard_brand_90W_130V_5000H_3000K_ 2.02856151534 1.80455193163 2.36151045497 0.0 0.483822959812 0.434885719464 -16.2553175607 -17.4558560298 -18.1793519187 0.528468269711 0.314895937674 0.919304016182 1.42736108116 0.226822611983 -0.496673276921 -17.9801763123 -17.7963301589 -16.9655725115 -21.2687290269 -20.1534393319 -17.198855682 -20.6633079126 -18.7241399976 -16.9554146663 -17.6826786418 -21.0981936321 5989.00426972
62 Halo_PAR38Icepar_domestic_use_softwhite_color_Sandard_brand_90W_130V_5000H_3000K_ 4.39157558536 1.4322767146 2.06065591868 0.0 0.403446808852 0.382583750363 -16.4908676661 -17.454536394 -18.1977654002 0.554811871148 0.412173998017 0.994266976506 1.18341603711 0.219747309234 -0.523481696939 -18.0284636774 -17.7963784101 -17.018438331 -21.2695526395 -20.1860915966 -17.2708368944 -20.7097502904 -18.7887255246 -16.968589142 -17.6742837033 -21.0923340408 5945.73182489
63 Halo_PAR38_domestic_use_softwhite_color_Globe_brand_90W_120V_14_ 1.56099946406 1.75472381543 2.30743803139 0.0 0.475835657353 0.426340915388 -16.3148262951 -17.4735714628 -18.1644671499 0.548499461398 0.330765520708 0.937023779309 1.37742517992 0.218680012234 -0.472215674862 -18.0024861684 -17.7963433689 -17.0059154256 -21.2651770333 -20.1888397351 -17.2164158177 -20.6771042848 -18.7557042557 -17.0158196447 -17.692251475 -21.1034452002 5984.69933138
64 Halo_PAR38_domestic_use_softwhite_color_Rona_brand_90W_130V_clair_3000K_ 5.11723738744 2.01360339208 2.52727775273 0.0 0.516254739662 0.453352762379 -16.1230072292 -17.4503839287 -18.1789351716 0.512100967743 0.271343206537 0.892643712805 1.56028575063 0.232909051115 -0.49564219182 -17.9690904162 -17.796324286 -16.9314128798 -21.2698274056 -20.1293745975 -17.1670382401 -20.645954133 -18.709843171 -16.9337901555 -17.6832929798 -21.0993068954 6014.48573132
65 Halo_PAR38_domestic_use_softwhite_color_Sylvania_brand_45W_120V_11_ 2.87225417269 1.89905067637 2.44060698649 0.0 0.486953084297 0.424191855747 -16.1857626991 -17.4506670711 -18.1863522879 0.519493342777 0.294912560755 0.939716530173 1.49760184694 0.232697474955 -0.502987741846 -18.0303169864 -17.7963463103 -16.9469611886 -21.2706813888 -20.1399529393 -17.1964114617 -20.6759070735 -18.7984710576 -16.9451532996 -17.683364546 -21.1000989293 6021.41654226
66 Halo_PAR38_domestic_use_softwhite_color_Sylvania_brand_65W_120V_11Lum_3000K_ 7.54211225488 1.94641923336 2.48716341092 0.0 0.494968668687 0.432149693435 -16.1371336208 -17.4398945991 -18.1952232424 0.50689469884 0.283124110227 0.926437446564 1.54085065031 0.238089671991 -0.517238971295 -18.0123512334 -17.7963397561 -16.9203381573 -21.2728115638 -20.1172472127 -17.1830156024 -20.664980842 -18.7776569825 -16.9083426347 -17.6779842711 -21.0971305354 6025.25626116
67 Halo_PAR38_domestic_use_softwhite_color_Sylvania_brand_90W_120V_14_ 1.99770000848 1.78747303522 2.33900254729 0.0 0.485267937526 0.437220712338 -16.2822722951 -17.4673249082 -18.1681063996 0.539740870663 0.321519080744 0.920075737862 1.40664316131 0.221590548291 -0.479190943107 -17.9763442889 -17.7963349827 -16.9884609944 -21.2662484282 -20.1741523252 -17.2036475189 -20.6641577485 -18.7237151094 -16.99110902 -17.6889154565 -21.1013784608 5983.43371014
68 Halo_Par30LN_long_neck_domestic_use_softwhite_color_Standard_brand_75W_130V_3000K_ nan 1.83932135188 2.39667093024 0.0 0.480735806247 0.426480878138 -16.2191446477 -17.4446527794 -18.1925408371 0.517986088119 0.305237889931 0.930896285391 1.45868777912 0.233179647413 -0.514708410249 -18.0054185345 -17.7963468765 -16.9438427348 -21.2715502318 -20.1343207127 -17.1970966206 -20.6697489861 -18.7596266845 -16.9271554142 -17.6778324268 -21.0962298643 6005.09200525
69 Halo_R20_domestic_use_softwhite_color_Enersaver_Globe_brand_29W_120V_10_ nan 1.86096355458 2.41397828362 0.0 0.488412000999 0.434423104882 -16.2024807935 -17.4460456 -18.1887194087 0.516961485332 0.300999109455 0.919611004334 1.47652335226 0.232958545764 -0.509715262854 -17.9898820466 -17.7963353115 -16.9416854796 -21.2709745442 -20.1335696552 -17.1905921448 -20.662322349 -18.739313878 -16.9278202447 -17.6790041458 -21.0967454539 6002.93162778
70 Halo_R30_domestic_use_softwhite_color_Enersaver_Globe_brand_72W_120V_16Lum_3000K_ 2.72012304793 1.49819884621 2.06160489859 0.0 0.43749875369 0.409093655685 -16.5614767557 -17.5155581156 -18.1325627958 0.613465482922 0.4086584467 0.9652335915 1.14691074598 0.192829386023 -0.424175294177 -17.9924859194 -17.7963745071 -17.1273551839 -21.2555813496 -20.2892540083 -17.2708887479 -20.7004528567 -18.7370171415 -17.1706599334 -17.7083875016 -21.1095465124 5926.07648611
71 Halo_Vanity_domestic_use_softwhite_color_Enersaver_Globe_brand_29W_120V_11_ nan 1.92877879483 2.4567897609 0.0 0.498748804384 0.439348689388 -16.1943841235 -17.4478979238 -18.1846157624 0.517315582045 0.286362126039 0.911770822516 1.48584270822 0.232328907935 -0.504388930636 -17.9870739311 -17.7963325748 -16.942419191 -21.2704385618 -20.1350122827 -17.1814780273 -20.6580879107 -18.7311009535 -16.9303235601 -17.6802268317 -21.0974366001 6007.20991814
72 Halo_Vanity_domestic_use_softwhite_color_Enersaver_Globe_brand_29W_120V_12_ nan 1.93818979949 2.47964345978 0.0 0.485686143693 0.419924294204 -16.1444949454 -17.4335515897 -18.2016930421 0.505664067952 0.283563918185 0.938674147695 1.53024703303 0.241190388741 -0.526951063659 -18.0377708343 -17.7963492433 -16.9177029293 -21.2741366743 -20.1132295315 -17.1890558347 -20.6756732318 -18.7964388225 -16.9044641882 -17.6747419784 -21.095597526 6029.2823612
73 Halo_Vanity_domestic_use_softwhite_color_Enersaver_Globe_brand_43W_120V_14Lum_3000K_clear_ nan 1.74286606765 2.30394892754 0.0 0.480696788111 0.43807865303 -16.3095282276 -17.467609361 -18.1649306969 0.541800362958 0.331372513806 0.913557217019 1.37802601369 0.219944880363 -0.477376455539 -17.9628615035 -17.796328689 -16.992608181 -21.2656392732 -20.1762986782 -17.2068574532 -20.6620776011 -18.6923501171 -16.9876980945 -17.6875542413 -21.1001562541 5969.1019843
74 INC_A15_domestic_use_softwhite_color_Sylvania_brand_15W_120V_6_ 1.03769214406 2.42649479628 2.93059332134 0.0 0.462301600935 0.349152108106 -15.7121203231 -17.3362492974 -18.3135886582 0.41707329777 0.193410317816 1.0428236328 1.92361985436 0.299490880078 -0.677848480775 -18.2376419181 -17.7964349121 -16.7087427317 -21.2979314281 -19.9350827628 -17.1734385765 -20.7318125002 -19.0726183323 -16.653085343 -17.6357401774 -21.0809646083 6164.39830384
75 INC_A15_domestic_use_softwhite_color_Sylvania_brand_40W_120V_10_ 0.641248581608 1.84810393401 2.40536664877 0.0 0.477486938996 0.420598208756 -16.2120640547 -17.4422309588 -18.1979072098 0.515951525843 0.302943792472 0.937922120399 1.46485978038 0.234692876231 -0.520983374715 -18.0218240465 -17.7963497718 -16.9395665183 -21.2723600393 -20.1305448622 -17.1994368961 -20.6754881834 -18.7766171799 -16.9230907487 -17.6769238351 -21.0960863922 6011.31675676
76 INC_A19_domestic_use_softwhite_color_GE_brand_100W_120V_2670K_15_ nan 1.85680806464 2.41465758407 0.0 0.480000354539 0.424095949479 -16.1994191183 -17.4364295716 -18.2035931781 0.511771427285 0.300070291497 0.934808151076 1.47490644894 0.23789599572 -0.529267610785 -18.0112305908 -17.7963503802 -16.9307458066 -21.2734596343 -20.1224016662 -17.1943252128 -20.6704232782 -18.7715150013 -16.9131019426 -17.6743255673 -21.0945192277 6012.37411135
77 INC_A19_domestic_use_softwhite_color_GE_brand_25W_120V_2512K_8_ 1.91290329608 1.99605565781 2.5497374124 0.0 0.471482601293 0.397215527262 -16.0667028491 -17.4030766562 -18.2431047017 0.479449502372 0.266693986716 0.973889987489 1.59390443375 0.257530626658 -0.582497418789 -18.0930710982 -17.7963816553 -16.8599676333 -21.281995295 -20.0615606705 -17.1891246816 -20.6922498427 -18.8858795151 -16.8267598505 -17.6606072829 -21.08946537 6065.60584559
78 INC_A19_domestic_use_softwhite_color_Globe_brand_100W_120V_11Lum_2610K_ 1.67534603251 1.93816112849 2.49094265996 0.0 0.478580915776 0.411793048247 -16.1262345354 -17.4234962723 -18.2173739276 0.496291943039 0.28135397393 0.951527483913 1.54337289342 0.246111156483 -0.547766498796 -18.0554593236 -17.7963611649 -16.8974199852 -21.2769240623 -20.0948393981 -17.191026513 -20.6815337235 -18.8271173371 -16.8729400629 -17.6696074288 -21.0933267718 6039.60524896
79 INC_A19_domestic_use_softwhite_color_Globe_brand_100W_120V_11_ nan 2.0957814515 2.64301623448 0.0 0.470179936443 0.385528834303 -15.9740163844 -17.3848797687 -18.2609220628 0.461154119524 0.246980863619 0.989255491099 1.67986174225 0.268998357893 -0.607043936228 -18.1316576172 -17.7963865416 -16.8177542373 -21.2862862998 -20.0261852452 -17.1836981902 -20.7016785178 -18.9315496381 -16.773620295 -17.6538781266 -21.0872073521 6091.67591088
80 INC_A19_domestic_use_softwhite_color_Globe_brand_40W_120V_8_ -0.866467487319 2.10607266914 2.65451491517 0.0 0.465558351986 0.37909928268 -15.97068876 -17.3812069416 -18.2693950679 0.457772651639 0.243399562398 0.998188605807 1.68090987232 0.270391690677 -0.617796435581 -18.1459805894 -17.7963963439 -16.8097686585 -21.2876006116 -20.0189021174 -17.1860402803 -20.7071906902 -18.950936822 -16.7661168438 -17.6515986323 -21.0862899729 6099.10920985
81 INC_A19_domestic_use_softwhite_color_Globe_brand_60W_120V_9Lum_2616K_ 0.565486087031 1.92437657065 2.47889232149 0.0 0.477094631779 0.411594899395 -16.1393641306 -17.4242234433 -18.2179328376 0.497836660032 0.28388850524 0.951138237353 1.53019463768 0.245335324967 -0.548374069395 -18.0530630448 -17.7963621368 -16.9007924921 -21.276766003 -20.0972438311 -17.1924641365 -20.6815684084 -18.8229722915 -16.8755694734 -17.6695587682 -21.0931633078 6036.93094822
82 INC_A19_domestic_use_softwhite_color_Rona_brand_100W_130V_2450K_ 1.10219426072 2.01842070405 2.56983150822 0.0 0.473717465261 0.397771567863 -16.047561864 -17.4004800271 -18.2451743994 0.476114257292 0.262306267526 0.972686598025 1.61242678055 0.259508617517 -0.585185754771 -18.0950827569 -17.7963795764 -16.8523884218 -21.2825448607 -20.055494592 -17.1862711793 -20.6915725719 -18.8861285139 -16.8171248388 -17.6599886446 -21.0893441397 6068.73200703
83 INC_A19_domestic_use_softwhite_color_Sylvania_brand_100W_120V_12_ nan 1.87891771508 2.43534897635 0.0 0.476155313619 0.414867153425 -16.180725711 -17.4342232974 -18.2056974095 0.508252532137 0.295287494719 0.946010960391 1.49308990851 0.239592322083 -0.531881790005 -18.040341775 -17.7963559118 -16.9232552176 -21.2742762565 -20.1164728095 -17.1976603058 -20.6800811375 -18.8013561703 -16.9034796319 -17.6738156195 -21.094948291 6023.10626996
84 INC_A19_domestic_use_softwhite_color_Sylvania_brand_25W_120V_7_ -0.182395173382 2.11718919734 2.66503541493 0.0 0.462838894529 0.374109618785 -15.9572980098 -17.3767184913 -18.2730638998 0.455004880509 0.241502066338 1.00638463921 1.69272635852 0.273305877005 -0.623039531456 -18.1583485922 -17.7964033961 -16.8031756083 -21.2885900155 -20.012949991 -17.1871854738 -20.7116314814 -18.9688204305 -16.7564773542 -17.6500243683 -21.0857411001 6104.93202623
85 INC_A19_domestic_use_softwhite_color_Sylvania_brand_60W_120V_14_ 0.371855005693 2.08229155002 2.62457990395 0.0 0.475914638866 0.393996769198 -16.0021851448 -17.3942786647 -18.2505095305 0.46806475734 0.2497240836 0.976859632767 1.65550396563 0.263410445703 -0.592820420117 -18.1119414886 -17.7963755565 -16.8338867285 -21.2840696094 -20.0405678991 -17.1817744715 -20.6947444306 -18.9053392262 -16.7951572537 -17.6576891104 -21.0887411998 6081.84756519
86 INC_A21_domestic_use_Daylight_color_GE_brand_80_100_150W_120V_2600K_ 2.22611854185 1.65238547738 2.21146145095 0.0 0.405128743713 0.336763226222 -16.425309156 -17.4710767748 -18.2053458928 0.578479494539 0.357837965282 1.11757753387 1.26873793272 0.222970313908 -0.511298804027 -18.2034387735 -17.7965481873 -17.0635717573 -21.2732581803 -20.2358509739 -17.288918345 -20.7702946142 -19.0683692196 -17.0473049631 -17.6940470887 -21.1070578404 6050.63133505
87 INC_A21_domestic_use_softwhite_color_Sylvania_brand_150W_120V_17_ nan 1.75998699825 2.32136918104 0.0 0.478965599258 0.43330785962 -16.2916686619 -17.4626588059 -18.1713884769 0.536686093488 0.326382122616 0.919600025728 1.3937171043 0.222726960383 -0.486002710648 -17.9778507755 -17.7963292187 -16.9823184549 -21.2669907012 -20.1673560825 -17.206420167 -20.6660448216 -18.7114219231 -16.9746816055 -17.6853857662 -21.0993526812 5977.3736924
88 INC_A21_domestic_use_softwhite_color_Sylvania_brand_300W_120V_19_ nan 1.76853673706 2.3300786516 0.0 0.477613371944 0.430240994926 -16.2825375202 -17.4595623243 -18.1757742985 0.534066048336 0.323956505595 0.92430697623 1.40167940405 0.224654599918 -0.491557374225 -17.9869826434 -17.7963320963 -16.9770072818 -21.2678420642 -20.1626515992 -17.2066035523 -20.6686991676 -18.7247410163 -16.9691571687 -17.6842169243 -21.0989401626 5982.6928059
89 INC_Candle_Crystalclear_domestic_use_softwhite_color_GE_brand_60W_120V_2574K_ nan 1.97027092652 2.52219935571 0.0 0.481558161656 0.413547903403 -16.0933684469 -17.4149505453 -18.2263701133 0.488221517376 0.273796822646 0.949763051936 1.57254641984 0.250964321425 -0.560455246591 -18.0525960169 -17.7963572846 -16.8796338492 -21.2787554643 -20.0794701186 -17.1843567051 -20.6779139021 -18.8299209231 -16.8502859044 -17.6659148667 -21.0914618055 6046.3599131
90 INC_Candle_domestic_use_Fullspectrum_color_GE_brand_60W_120V_2450K_ nan 1.76453894615 2.3198476248 0.0 0.360705979564 0.254511163937 -16.3204509389 -17.4449550076 -18.2406451053 0.557094981277 0.327385003895 1.27202982617 1.36700782758 0.242503758974 -0.553186338756 -18.4126546767 -17.7966634499 -17.0226392026 -21.2842068176 -20.2022658915 -17.326752787 -20.8547825003 -19.3219049483 -16.9749831779 -17.6874587665 -21.1092936642 6135.60729826
91 LED_5367_F_Farmacia nan 0.571108751073 1.20127057857 0.0 0.330117956359 0.511858100016 -18.5096375403 -18.6697070719 -18.8748462755 0.799819996499 0.877404880337 0.83271577557 0.263330690297 0.10326115872 -0.101878044905 -18.2269334786 -18.8344418102 -18.4514865192 -22.2437841499 -21.5353787716 -18.4428502743 -21.6364689386 -18.0701487229 -17.9440037125 -18.7729682306 -22.1483270386 5335.63183852
92 LED_A15_dim_domestic_use_softwhite_color_Standard_brand_5W_60Lum_120V_2700K_30000H_ nan 2.19272526274 2.73779795311 0.0 0.614112898745 0.600746381656 -15.920784556 -17.3703850233 -18.2254310344 0.426778741411 0.227593531299 0.663086248965 1.71957290323 0.269972435909 -0.585073575188 -17.5058602628 -17.7961794399 -16.7338625101 -21.2798118948 -19.9542382866 -17.0262445605 -20.4709200544 -17.8954440108 -16.5207599542 -17.6403574592 -21.0716664361 5901.42698567
93 LED_A19Omni_dim_domestic_use_softwhite_color_Standard_brand_8_ nan 2.14393024545 2.68733606419 0.0 0.620647848786 0.610564650642 -15.9700008008 -17.3944986192 -18.1939308611 0.442221914555 0.239104342741 0.654512512655 1.68283572959 0.258337911143 -0.54109433068 -17.485462663 -17.7961551203 -16.7724005167 -21.2743134818 -19.9897568769 -17.0321886816 -20.4677225419 -17.8513951141 -16.5758453536 -17.6528365304 -21.0782871925 5880.89107585
94 LED_A19Omni_dim_domestic_use_softwithe_color_Standard_brand_13_ nan 2.16946642914 2.69564175218 0.0 0.624408650261 0.61827964896 -15.9822417238 -17.3918175419 -18.2018914384 0.445218812769 0.235630817091 0.632216666344 1.66685723862 0.257281420565 -0.552792475937 -17.4412401555 -17.796149452 -16.7797416181 -21.2744381653 -19.994274933 -17.0246903122 -20.4571031269 -17.6985555492 -16.5831742803 -17.6490989624 -21.0753827759 5863.40553186
95 LED_A19_dim_domestic_use_softwhite_color_CREE_brand_6W_120V_75Lum_2700K_bernard_ 3.01148666425 2.0795929065 2.60072643647 0.0 0.609281677134 0.607922187929 -16.0795744996 -17.3977024766 -18.2147520001 0.465947842403 0.251621303166 0.642804908632 1.57201521075 0.253887233695 -0.56316228979 -17.4409516386 -17.7961872735 -16.8290643784 -21.2737684638 -20.0326096398 -17.0423080332 -20.467498597 -17.6838526643 -16.7117160282 -17.6515897103 -21.0754207849 5849.65729691
96 LED_A19_dim_domestic_use_softwhite_color_CREE_brand_9_ nan 2.0723740094 2.6066922006 0.0 0.622712855696 0.62276127275 -16.0657084285 -17.4120064686 -18.1769957175 0.462735246428 0.255650780932 0.630923258142 1.59421742097 0.247919380888 -0.517069867981 -17.4245771433 -17.7961311533 -16.8215860121 -21.2695626075 -20.0301777581 -17.0372129938 -20.4583287012 -17.6584473092 -16.6290459762 -17.6599258495 -21.081089974 5838.15682055
97 LED_A19_dim_domestic_use_softwhite_color_EnergySmart_brand_13W_61_ nan 1.97111891538 2.50588044388 0.0 0.625510632444 0.626885225348 -16.1514450873 -17.4486351622 -18.1448470588 0.494360745653 0.282967200407 0.6433742916 1.53394228535 0.23675221046 -0.459459686117 -17.4367760104 -17.7961274649 -16.8932157441 -21.261777359 -20.0952434419 -17.0598767403 -20.4684737526 -17.7082178326 -16.7783881345 -17.6853873727 -21.0953589779 5818.67236387
98 LED_A19_dim_domestic_use_softwhite_color_Philips_brand_11W_120V_75_ nan 2.1814954763 2.7152578681 0.0 0.61914118646 0.603202935305 -15.9260146848 -17.3772483769 -18.2406583393 0.439411075863 0.234412522651 0.666824454934 1.72524066803 0.274006975972 -0.589402986414 -17.5116176293 -17.7961899371 -16.7654368049 -21.2787243532 -19.9822932197 -17.0321141664 -20.4746659615 -17.8892209063 -16.6342635217 -17.6512553529 -21.0778688968 5897.91446878
99 LED_A19_dim_domestic_use_softwhite_color_Philips_brand_8W_120V_58_ nan 2.23413479 2.75803891674 0.0 0.622896292491 0.608776967078 -15.90425912 -17.3830311723 -18.2153534496 0.435682391293 0.223117112362 0.650324701846 1.74156507145 0.26279301908 -0.569529258171 -17.4853580267 -17.7961775664 -16.7562594212 -21.2772955665 -19.976373458 -17.0229278989 -20.4653217264 -17.8405100077 -16.5922049153 -17.6458241914 -21.0740986935 5894.35120856
100 LED_A19_domestic_use_coolwhite_color_Globe_brand_4W_120V_50Lum_5000K_ 2.30029375321 1.10095686965 1.64762834538 0.0 0.498640416876 0.599161146913 -17.0986507916 -17.6401959776 -17.8328892899 0.749018735639 0.599887820451 0.685342086402 0.660724159391 0.119178973394 -0.0735143389483 -17.2066403575 -17.7959951012 -17.3440202368 -21.2081673991 -20.4682977453 -17.2607345341 -20.5289061477 -17.0553213008 -17.0874320861 -17.759374951 -21.1280672947 5479.06100946
101 LED_A19_domestic_use_coolwhite_color_Sylvania_brand_4W_120V_50Lum_5087K_ 1.11435365924 1.12349050079 1.66976448571 0.0 0.504490723444 0.602098262127 -17.0768194795 -17.6368600287 -17.8364427983 0.741061248459 0.588515399833 0.68130207183 0.681356813702 0.121316264502 -0.0782665051243 -17.2121202492 -17.7959881141 -17.3324336458 -21.2092060893 -20.4589032522 -17.2536855697 -20.5256634511 -17.0743997846 -17.0739348507 -17.7581762932 -21.1277617132 5488.39033671
102 LED_A19_domestic_use_coolwhite_color_Tlsanli_brand_5W_120V_E26_100Lum_4930K_ 2.73023282423 1.05824104916 1.65034386938 0.0 0.508153783386 0.619989359955 -17.0459641003 -17.6269688797 -17.7883753433 0.696319656217 0.603252123109 0.668994863916 0.707723262873 0.126718483422 -0.0346879801305 -17.1651451451 -17.7958921155 -17.2649642368 -21.2087778978 -20.3994881876 -17.2455335797 -20.506974293 -16.9135055585 -16.9151993889 -17.7536873631 -21.126963653 5442.84928996
103 LED_A19_domestic_use_softwhite_color_GE_brand_9W_120V_50Lum_3000K_ 0.179867755813 1.80549513732 2.34706377594 0.0 0.583078933677 0.605503604602 -16.3667255797 -17.4568299566 -18.1174581083 0.515977331029 0.313518744107 0.646849139258 1.30148749105 0.211383114112 -0.449245037624 -17.3988833946 -17.796116328 -16.9397713898 -21.2595347819 -20.1241264007 -17.085134137 -20.4774936353 -17.6277269295 -16.6913894257 -17.6682130707 -21.0829972399 5780.36679479
104 LED_A19_domestic_use_softwhite_color_Philips_brand_11W_120V_75_ 8.28686368036 2.24801901998 2.79217262657 0.0 0.626511078698 0.613336428092 -15.8659490679 -17.3674436345 -18.2184961092 0.417261203074 0.218679321303 0.642568104382 1.77289457048 0.271400003891 -0.579652470812 -17.4766831848 -17.7961502126 -16.7094250341 -21.2795020595 -19.9354242694 -17.0123325597 -20.4577106855 -17.8130178782 -16.4673835576 -17.6388436384 -21.0710471136 5895.52530626
105 LED_A19_domestic_use_softwhite_color_Philips_brand_8W_120V_58_ 0.384226942912 2.32991298435 2.85793652708 0.0 0.615244144053 0.594455991239 -15.818792696 -17.3575515572 -18.2297754286 0.410326871168 0.204747242003 0.663194459378 1.81067919915 0.271920337987 -0.600303533469 -17.5307999935 -17.7961805858 -16.6912829255 -21.2828353778 -19.9196745567 -17.0142277511 -20.4716229402 -17.9568131927 -16.43674812 -17.6294718952 -21.0660789314 5929.55933885
106 LED_A19_domestic_use_softwhite_color_Sylvania_brand_8W_120V_54Lum_3048K_ 0.747585494173 1.77018696235 2.31850208527 0.0 0.575472353771 0.583491643748 -16.3771643367 -17.4717270493 -18.1119443647 0.528050510299 0.329420082035 0.714066827356 1.31037391488 0.21581120225 -0.424406113152 -17.5301003926 -17.7961536634 -16.9647595151 -21.2581413831 -20.1493946652 -17.1120658978 -20.5126657064 -18.028832239 -16.746373842 -17.6875382516 -21.0961573501 5833.53812872
107 LED_A19_nondim_domestic_use_softwhite_color_Sylvania_brand_10W_120V_80Lum_2700K_bernard_ nan 2.01718768705 2.57585434811 0.0 0.614307755942 0.613199646366 -16.063397055 -17.4115489745 -18.1753540691 0.459533321353 0.262366997748 0.652946746121 1.59797974583 0.249827826361 -0.513977268235 -17.461727182 -17.7961471563 -16.8140513815 -21.2700941266 -20.0244242701 -17.0470690449 -20.469042541 -17.7853658039 -16.6510549548 -17.6613768009 -21.0822421874 5847.888527
108 LED_A21_dim_domestic_use_softwhite_color_Philips_brand_19W_120V_88_ 9.5169458333 2.19947387221 2.71627560062 0.0 0.61419140582 0.6052609751 -15.982139481 -17.383117306 -18.2105254072 0.441521645556 0.229387676014 0.647104938967 1.65876619471 0.257788369656 -0.569619731512 -17.4703901236 -17.7961730723 -16.7707165629 -21.277014919 -19.9843660599 -17.0267142699 -20.4654529038 -17.8055953421 -16.5523242093 -17.6409056757 -21.0707138789 5885.68074288
109 LED_BR30Flood_SlimStyle_domestic_use_softwhite_color_Philips_brand_9_ nan 1.93472322641 2.45500429989 0.0 0.569560401446 0.577705425438 -16.2664495335 -17.408495105 -18.2042577355 0.492024364081 0.278885430023 0.675079533769 1.37759371404 0.235548142534 -0.560214488041 -17.4700998139 -17.796220563 -16.8881980556 -21.2725184658 -20.0749245134 -17.0744828461 -20.4917765261 -17.8069555483 -16.7069827011 -17.6440432475 -21.0694819516 5845.3786484
110 LED_BR30_dim_domestic_color_softwhite_color_EnergySmart_brand_12W_62_ 0.440120500077 1.8811296152 2.42594005258 0.0 0.594403815753 0.602447107928 -16.2560498553 -17.4414404583 -18.151832804 0.499352841109 0.296744579966 0.66691022689 1.41624009295 0.230849490025 -0.479542855752 -17.461236167 -17.796151304 -16.9041719337 -21.2639851446 -20.0972926077 -17.0778861325 -20.4845782088 -17.7936530627 -16.7367345792 -17.6722899483 -21.0870253168 5821.89642578
111 LED_BR30_dim_domestic_use_softwhite_color_CREE_brand_9_ nan 2.12332538952 2.65375369971 0.0 0.627469068019 0.623271877158 -16.0109787901 -17.4046660569 -18.1891504221 0.455438461435 0.246048083515 0.631167046311 1.64730085929 0.253613592477 -0.530870772759 -17.4335693406 -17.7961378882 -16.8043300735 -21.271458977 -20.0166989615 -17.0308105813 -20.4572132769 -17.6772631967 -16.6320112509 -17.6582796494 -21.080485154 5850.39014101
112 LED_BR30_dim_domestic_use_softwhite_color_Philips_brand_13W_120V_56_ 2.89350291993 2.07493527562 2.6390050355 0.0 0.612225501266 0.607978280014 -15.994032186 -17.3877997956 -18.2063572534 0.4403201724 0.247075954376 0.654650424986 1.65473870998 0.260971100401 -0.557586357486 -17.4725763644 -17.7961619957 -16.7677631669 -21.275463568 -19.9835412483 -17.0365453947 -20.4676287542 -17.8039064671 -16.5870742227 -17.648770896 -21.0756070342 5866.18918475
