num name Uj_Vj Bj_Vj Bj_VjA Rj_Vj SQM_Vj SQM_VjA m_Bn m_Gn m_Rn i_sli i_msi i_ipi Bn_Vj Gn_Vj Rn_Vj m_VIIRS m_photo m_scoto m_photoA m_scotoA m_SQM m_SQMA m_Halpha m_Hbeta m_Vj m_VjA wave
169 LED_PAR38_domestic_use_softwhite_color_EnergySmart_brand_20W_55Lum_3000K_25000H_ nan 1.90434313188 2.42633855354 0.0 0.594029368568 0.608214220457 -16.2930986408 -17.4520303179 -18.12704003 0.509189951014 0.292219079241 0.642752748222 1.37348048565 0.21454880855 -0.46046090359 -17.4086971181 -17.7961281919 -16.9254030151 -21.261295693 -20.1147556721 -17.0725497579 -20.4740384862 -17.6557322602 -16.7093218643 -17.6665791264 -21.0822527066 5802.07768246
170 LED_PAR38_domestic_use_softwhite_color_Sylvania_brand_18W_120V_50Lum_3000K_ 3.4897377512 1.81808545312 2.34713505412 0.0 0.573321385998 0.572702105174 -16.3587226192 -17.4722151898 -18.1290621589 0.534217524384 0.321555005369 0.735161889941 1.33068504519 0.21719247457 -0.439654494444 -17.5730554999 -17.7961915214 -16.9773241022 -21.2596295957 -20.1613121513 -17.1160862784 -20.5246777291 -18.1413861052 -16.796641285 -17.6894076644 -21.0973798343 5862.95429128
171 LED_RoadStar_GPLS_49LED_streelight_use_coolwhite_color_Philips_brand_65W_4100K_ 0.190197978274 1.36471918075 1.9944677744 0.0 0.589955532822 0.661636882336 -16.6307459076 -17.5622263684 -17.8672961386 0.562782974179 0.451904231253 0.62291896892 1.10164298886 0.170162528123 -0.134907242064 -17.2477862876 -17.7958555008 -17.0340368134 -21.2266948195 -20.2145896536 -17.1424333637 -20.4592162652 -17.201499676 -16.6370653127 -17.7323888965 -21.1208531475 5572.89275444
172 LED_Step_light_001_domestic_use_softwhite_color_DALS_brand_4_ 4.94584014648 1.74631387078 2.29649038809 0.0 0.58024648466 0.600268110101 -16.3956177169 -17.4635908573 -18.1200481105 0.526818838221 0.33153361131 0.671338702936 1.28522256582 0.217249425381 -0.439207827756 -17.4365557666 -17.7961357602 -16.962248682 -21.2582390581 -20.1440090612 -17.100593798 -20.4903996394 -17.7448196065 -16.7804916559 -17.6808402827 -21.0906677495 5784.32137043
173 LED_Step_light_002_domestic_use_softwhite_color_DALS_brand_3_ nan 1.7545540941 2.29140421848 0.0 0.577957635789 0.596832022995 -16.4164441343 -17.4695321235 -18.1173405236 0.536619297227 0.332197455596 0.674371658113 1.26606001478 0.212972025569 -0.434836374573 -17.4421339708 -17.7961514769 -16.9822343307 -21.2573386466 -20.1610906643 -17.1045465133 -20.4943700381 -17.7635162453 -16.8091045946 -17.6825041491 -21.0912020611 5787.83324627
174 LED_Streetview_2amber_board_and_1white_board_streetlight_use_Philips_brand_ 1.03390009882 2.21770482979 2.8705723562 0.0 0.614804239401 0.624169004215 -15.745307175 -17.2737076055 -18.2649010506 0.335104625786 0.199443103634 0.58269345938 1.83462126462 0.306220834125 -0.684972610961 -17.3558994917 -17.7960732132 -16.4720102436 -21.2932816249 -19.7209407628 -16.9651242002 -20.4144287355 -17.3488389907 -15.8817761225 -17.5799284396 -21.0385977397 5852.50329569
175 LED_Streetview_3amber_board_streetlight_use_softwhite_color_Philips_brand_1800K_ nan 4.60648739199 5.19558186612 0.0 0.657587409941 0.620999017746 -13.6294246549 -17.0710225788 -18.4125548911 0.179043380728 0.046530780862 0.546954753079 3.85752728169 0.41592935786 -0.925602954457 -17.4071068609 -17.7961266945 -15.7934667013 -21.3275587381 -19.1963488934 -16.8293645267 -20.3724000341 -17.4294176138 -13.651549767 -17.4869519366 -20.9933990518 6026.28923755
176 LED_Streetview_3white_board_streetlight_use_coolwhite_color_Philips_brand_4000K_ 5.16455227904 1.35586855285 1.94667586617 0.0 0.555078885499 0.627047913489 -16.7279067211 -17.5390505366 -17.9703942542 0.595615238569 0.456196193004 0.638780750604 0.985935799962 0.174791984383 -0.25655173322 -17.24831436 -17.7959946604 -17.0954737081 -21.2347713557 -20.2549357864 -17.1587636355 -20.4794684387 -17.128897787 -16.8362480648 -17.713842521 -21.1065163522 5586.40745379
177 LED_VEK2_domestic_use_coolwhite_color_RAB_design_brand_52W_72Lum_5000K_120V_ 5.8479697208 1.18111955276 1.79259326908 0.0 0.578340220839 0.676842371051 -16.8287052163 -17.6353565902 -17.7521997262 0.648738301687 0.548604012933 0.621102447039 0.948363504132 0.141712130206 0.0248689941861 -17.1362688715 -17.7958263017 -17.1881980898 -21.2056746649 -20.3512319528 -17.1987284995 -20.4672058212 -16.7382596635 -16.9528351602 -17.7770687204 -21.1440481922 5438.27119043
178 LED_WALL_001_domestic_use_softwhite_color_DALS_brand_7_ 3.94004698779 1.8094511994 2.33525153247 0.0 0.603836729577 0.624057732468 -16.3625873585 -17.4665399126 -18.1353110823 0.534218354629 0.323133435784 0.632017632991 1.32629103759 0.222338483472 -0.446432686131 -17.368847056 -17.7961216977 -16.9773128992 -21.2567587334 -20.1593469962 -17.0850416665 -20.4707904751 -17.462918118 -16.8565747322 -17.6888783961 -21.0948482075 5756.74977091
179 LED_WALL_002_domestic_use_softwhite_color_DALS_brand_7_ 7.46138692665 1.70820594015 2.24039786188 0.0 0.590062705594 0.619212465687 -16.4657133252 -17.4778008875 -18.1239433582 0.553453307388 0.349777836826 0.639457954758 1.22752683021 0.21543926797 -0.430703202756 -17.3542080639 -17.7961219738 -17.0156781781 -21.2538001058 -20.1890574255 -17.1031774499 -20.4772668144 -17.423167114 -16.8872990887 -17.6932401555 -21.0964792801 5730.75392921
180 LED_WALL_003_domestic_use_softwhite_color_DALS_brand_3_ nan 1.68951627216 2.24128119028 0.0 0.570343209239 0.595123827857 -16.45356476 -17.4718308388 -18.1114345566 0.539845746306 0.347418871325 0.677164787683 1.22977299931 0.21150692045 -0.428096797332 -17.4344899363 -17.7961406881 -16.9887472049 -21.2563065197 -20.1651585422 -17.11299455 -20.4963885216 -17.7379236324 -16.8056015446 -17.6833377593 -21.0915123495 5770.90411048
181 LED_WALL_004_domestic_use_softwhite_color_DALS_brand_3_ 1.40886072456 1.8069489999 2.34497152164 0.0 0.587421147895 0.602989359887 -16.3541065208 -17.4621281696 -18.122218809 0.523160116364 0.317986382999 0.66426564549 1.32558241852 0.217560769807 -0.442529869686 -17.4379031101 -17.796138873 -16.9546862162 -21.2588926805 -20.1392807978 -17.0922677915 -20.4871087064 -17.7415513206 -16.7813316439 -17.6796889394 -21.0900980663 5794.99927876
182 LED_WALL_Light_domestic_use_coolwhite_color_RAB_design_brand_14W_91Lum_5000K_120V_ 3.47212414226 1.2567683425 1.82570350558 0.0 0.565566323521 0.655995969488 -16.8929728222 -17.6203614443 -17.784663056 0.66557640029 0.523227740288 0.617029394253 0.863437785214 0.136049163151 -0.0282524485599 -17.1512821376 -17.7958592004 -17.2159157661 -21.2108528187 -20.3655260019 -17.1908442839 -20.4745680258 -16.8213715436 -16.8674803693 -17.7564106074 -21.1305639953 5487.48111632
183 LED_WALL_pack_1190_domestic_use_coolwhite_color_DALS_brand_20W_70Lum_4000K_120V_ 0.92389459132 1.24420941346 1.771209611 0.0 0.509823623122 0.590367739282 -16.9704203385 -17.6100084288 -17.9235157313 0.721306425078 0.523692236734 0.675957346141 0.768490920559 0.128902830239 -0.184604472244 -17.2490087943 -17.7961120879 -17.3031291466 -21.2198892967 -20.4352191884 -17.2290876359 -20.5246458637 -17.1686527262 -17.177560455 -17.738911259 -21.115013603 5549.22352405
184 LED_WALL_pack_1192_domestic_use_coolwhite_color_DALS_brand_50W_68Lum_4000K_120V_ 3.21332630093 1.33211707007 1.86156840065 0.0 0.52264631676 0.583324160041 -16.8675720614 -17.5829703012 -17.9857313379 0.686837298808 0.486568405866 0.70412040324 0.867174527468 0.151776287727 -0.250984748979 -17.3531124381 -17.7961533715 -17.2499448599 -21.2290115742 -20.3904637292 -17.2121002722 -20.5318789804 -17.544246372 -17.1499778591 -17.7347465889 -21.1152031404 5631.07855327
186 MH_Metal_Halide_3584K_SFH_P_General 2.37484416729 1.29149279832 1.96007778784 0.0 0.528352588778 0.59857060552 -16.4867166144 -17.4292990827 -18.1121628256 0.523938182485 0.408222600302 0.550425467033 1.14946763088 0.206885162618 -0.475978580316 -17.3408244212 -17.7443990886 -16.9175406329 -21.1913143435 -20.0929977605 -17.1078316565 -20.4442664476 -16.7496488539 -15.7542102559 -17.6361842453 -21.0428370531 5554.98727305
187 MH_Metal_Halide_3819K_SFH_Stadium 2.26846849804 1.1688605139 1.83500054206 0.0 0.513749958608 0.605587984586 -16.471713364 -17.316822125 -17.9281943406 0.556700264094 0.463051702048 0.565879536851 1.03615973705 0.191050976062 -0.420321239544 -17.1421143723 -17.598573798 -16.847747167 -21.0369519896 -20.012386654 -16.9941231424 -20.3006255846 -16.4894752409 -15.5210554562 -17.507873101 -20.9062135692 5499.29482746
188 MH_Metal_Halide_4280K_SFH_C_Londres_ 3.05857846422 1.18892578865 1.80190343062 0.0 0.509489882468 0.567973779032 -17.3269207304 -18.1974736623 -18.5926688466 0.669496058016 0.539299984936 0.695070141609 1.01407594846 0.143523016606 -0.251672167678 -18.0637790547 -18.3825998669 -17.7979814731 -21.8059360871 -20.9590032864 -17.8315067964 -21.1480580051 -17.955102251 -17.4266005853 -18.3409966789 -21.7160317841 5564.45599835
189 MH_Metal_Halide_4344K_SFH_Ferial 1.81592448839 0.667259312149 1.34402005343 0.0 0.32658384671 0.460984821755 -17.7268184484 -18.2451162975 -18.6664010985 0.75485486119 0.794378172339 0.766840565886 0.643903210728 0.125605361604 -0.295679439323 -18.0495201121 -18.4452988751 -17.9695222847 -21.8708844069 -21.0892041296 -18.0441378124 -21.2891523293 -17.416326904 -17.8439473687 -18.3707216591 -21.750137151 5366.94042533
190 MH_Metal_Halide_4643K_SFH_Plaza 0.956089082237 0.375380827808 1.13181845128 0.0 0.262903475851 0.491037769179 -17.1677006353 -17.5990585886 -17.921824315 0.664735709592 0.987934782343 0.813728978156 0.538974114324 0.107616161061 -0.215149565368 -17.1536871581 -17.8016206751 -17.2427560628 -21.222129135 -20.3589098734 -17.4437712738 -20.6048480077 -15.9299574094 -16.7812945134 -17.7066747496 -21.0958857769 5190.42116624
191 MH_Metal_Halide_4673K_SFH_Alix_ 2.37639376001 0.592314523567 1.26212215045 0.0 0.283288356078 0.409104187403 -17.7578983802 -18.1604980402 -18.4805949473 0.769258042566 0.869305313913 0.887454967424 0.508705768415 0.106106108365 -0.21399079873 -18.0610602079 -18.3370987522 -17.9093089372 -21.7588572462 -21.0168500524 -17.9833157925 -21.2358308171 -18.128047381 -17.6642288742 -18.2666041486 -21.6449350045 5436.42306411
192 MH_Metal_Halide_4835K_SFH_Eugenia 1.59707593038 1.5951598397 2.281647977 0.0 0.675719006462 0.669918530779 -15.9242632374 -17.5427156577 -17.4756503799 0.518220218539 0.416613416611 0.470326210909 1.73724860478 0.118796184533 0.185861462296 -17.303447978 -17.6614338875 -16.847987004 -21.0578191649 -20.0920322657 -16.9857928358 -20.3588950717 -16.3359708972 -15.0881358297 -17.6615118422 -21.0288136025 5471.92320181
193 MH_Metal_Halide_4841K_Lidl 1.23314761 0.56157157555 1.28415694349 0.0 0.358756348904 0.565137690507 -16.4028763984 -16.8746872566 -17.2385307423 0.581817686079 0.722447986519 0.650737210308 0.60013730391 0.128326445639 -0.23551704005 -16.4954181415 -17.0640868318 -16.4892752383 -20.4753970705 -19.6162671825 -16.6442573534 -19.819823056 -15.8481805519 -14.8075178896 -17.0030137023 -20.3849607465 5261.68449637
194 MH_Metal_Halide_4970K_Cross_Lidl 1.48971950597 0.658349432454 1.36721876021 0.0 0.400490723142 0.576278581334 -16.7735281809 -17.3207852773 -17.6019543697 0.594779844109 0.734868149478 0.666501306095 0.668747669648 0.121490573229 -0.159678519188 -16.916813485 -17.4882206687 -16.9128269928 -20.8941108645 -20.0502046033 -17.0417851274 -20.2433028859 -16.2878746921 -15.100185735 -17.4422758505 -20.8195814672 5278.55059035
195 MH_Metal_Halide_4988K_Paraninfo_UCM 0.644067153916 0.649548486917 1.36462679486 0.0 0.384571041641 0.548330335585 -16.6629886933 -17.4124797617 -17.6204285681 0.678305899564 0.84147584053 0.708751333235 0.857634536433 0.108143468009 -0.0998053383713 -17.0914460895 -17.5300305943 -17.0206898029 -20.9285976907 -20.1738699972 -17.1360521881 -20.3323966858 -16.7670704974 -16.3502624089 -17.5206232297 -20.8807270214 5322.09646219
196 MH_Metal_Halide_5101K_F_Fisicas 1.50042834135 0.644548544878 1.33084730487 0.0 0.385218555848 0.556365974775 -16.7959552274 -17.3044508142 -17.5762240931 0.630748327124 0.693053049643 0.643184295109 0.62297824838 0.114482661594 -0.157290617281 -16.9589510029 -17.4522245243 -16.9540755171 -20.8536736375 -20.0818168666 -17.03371492 -20.2328883874 -16.4158590662 -15.5307498306 -17.4189334758 -20.7892543622 5289.43573816
197 MH_Venture_outdoor_use_coolwhite_color_400W_4700K_ -3.44804412368 0.866448587227 1.59827965052 0.0 0.456733810444 0.617651529609 -16.833904651 -17.5921306433 -17.8918674417 0.577421037568 0.624348665867 0.639740512991 0.872943994708 0.114718002442 -0.185018795958 -17.0743282316 -17.7959023651 -17.0624239951 -21.2201860551 -20.2281738634 -17.2501148353 -20.48354452 -16.399433245 -16.3732955136 -17.7068486458 -21.1011960496 5343.31526761
198 MH_industrial_use_coolwhite_color_Philips_brand_250W_4000K_100Lum_ -4.39300348799 0.993896862006 1.7055846847 0.0 0.457656367582 0.597184346668 -16.7997977858 -17.5504305979 -18.122095663 0.568432394234 0.543505455617 0.628991253751 0.885145690571 0.134512878459 -0.437152186662 -17.122646329 -17.796073575 -17.0451949224 -21.2380545506 -20.2066173722 -17.2272871088 -20.4904612965 -16.2490812758 -16.600026661 -17.6849434764 -21.0876456432 5434.10628056
199 MH_industrial_use_coolwhite_color_Philips_brand_400W_4000K_100Lum_plafond_bleu_ nan 1.14191089377 1.74129144923 0.0 0.492323707232 0.592821303775 -16.8651700638 -17.5682428424 -18.0338598007 0.658034811123 0.531208600836 0.65374408297 0.848689989655 0.14561721108 -0.319999747274 -17.1857728606 -17.796143964 -17.203754823 -21.2283233369 -20.3455888748 -17.2215363462 -20.50833758 -16.6940192465 -16.9869727032 -17.7138600535 -21.1011588838 5475.80316449
200 MH_industrial_use_coolwhite_color_Philips_brand_400W_4000K_100Lum_plafond_jaune_ -1.28086416112 1.34431977063 1.96801892719 0.0 0.520518127033 0.601373329862 -16.6117112817 -17.4716341528 -18.1776642899 0.553191058614 0.428545244801 0.620144652647 1.05688842323 0.196965552127 -0.509064585044 -17.215408856 -17.7961415164 -17.0154953758 -21.2513790932 -20.1768298995 -17.1480815779 -20.4774079614 -16.7398997349 -16.7473717251 -17.6685997049 -21.0787812913 5571.61860019
201 MV_Mercury_Vapor_4302K_F_Teleco 0.811674379866 0.994911901496 1.78494076179 0.0 0.52435763327 0.690365670548 -15.5983599818 -16.621351517 -16.7582305121 0.378070219775 0.765132085769 0.774778911421 1.14496056127 0.12196902616 -0.0149099689707 -16.1823032165 -16.8575870604 -15.9011157612 -20.2863234628 -19.1094554694 -16.2189629098 -19.4632783935 -15.4337835036 -14.324783735 -16.7433205431 -20.153644064 5364.0556455
203 SPECTRUM0005 nan 3.53489637466 4.04498781954 0.0 0.695034470379 0.700514515563 -15.2212669721 -17.6914258165 -18.6907498404 0.241352343253 0.0804174352655 0.456523639231 2.7954292537 0.325270409366 -0.674053614542 -17.7382494293 -18.2839417715 -16.6109265804 -21.7904536633 -19.9435068627 -17.3216617555 -20.7975392178 -17.1404989063 -15.8772550464 -18.0166962258 -21.4980537334 5901.03423347
204 SPECTRUM0020_candel_light_Philips_3w nan 1.97446236743 2.47349166702 0.0 0.579469174948 0.58553253155 -17.8915527304 -19.0554219425 -19.8629349196 0.502838838848 0.276458609466 0.671174852018 1.40379158247 0.239922370394 -0.567590606703 -19.1214751289 -19.4396942009 -18.5529342474 -22.9156046933 -21.7387210745 -18.7158751379 -22.1315007112 -19.4124327453 -18.4550040668 -19.2953443128 -22.7170332428 5859.33626843
205 SPECTRUM0021_candel_light_Philips_3_5w nan 2.16497606779 2.68891921224 0.0 0.586622858688 0.565982373033 -18.0366965363 -19.4030467395 -20.2803267111 0.442008564149 0.235855025372 0.701826900957 1.63533913221 0.268988929097 -0.608291042568 -19.6323031326 -19.8297500678 -18.8051868612 -23.3158356685 -22.0144802073 -19.0854128099 -22.5382387053 -20.0954384138 -18.6039177924 -19.6720356686 -23.1042210783 5941.875956
206 SPECTRUM0022_candel_light_Philips_5_5w nan 1.91751023314 2.46302608232 0.0 0.586291447715 0.589018561686 -18.324529421 -19.5212295055 -20.3224953452 0.48291720347 0.286868786373 0.681569737295 1.44904119251 0.252341108016 -0.548924731652 -19.6188273938 -19.9094523562 -18.9825836674 -23.3850835609 -22.1761070116 -19.1872791658 -22.605125773 -19.9523954388 -18.8245005852 -19.7735706135 -23.1941443347 5861.59517071
207 outfile 2.22883786122 1.15719809657 1.15719808383 0.0 0.0588919267641 0.0588919301393 -59.0945895562 -59.8330479743 -60.4275570371 0.664040894808 0.533567622607 1.04017884599 0.913763178492 0.175304760395 -0.419204302406 -61.2241602134 -60.0942420897 -59.5112037423 -63.2479212739 -62.6648829327 -59.9494608079 -63.1031399898 -61.0744065332 -59.5395055434 -60.0083527347 -63.1620319199 nan
